tanggal,stasiun,pm10,so2,co,o3,no2
2019-10-26,Jakarta Barat,67,22,3,180,9
2019-10-26,Jakarta Utara,75,8,11,85,7
2019-10-26,Jakarta Timur,61,34,10,122,6
2019-10-26,Jakarta Selatan,55,14,19,107,11
2019-10-26,Jakarta Pusat,63,23,13,93,15
2019-10-27,Jakarta Selatan,58,14,23,91,7
2019-10-27,Jakarta Utara,83,9,27,74,10
2019-10-27,Jakarta Timur,76,34,27,77,8
2019-10-27,Jakarta Barat,75,21,10,153,8
2019-10-27,Jakarta Pusat,68,22,28,72,12
2019-10-28,Jakarta Timur,,,,,
2019-10-28,Jakarta Pusat,59,19,16,45,15
2019-10-28,Jakarta Selatan,52,12,21,121,9
2019-10-28,Jakarta Barat,60,19,7,93,9
2019-10-28,Jakarta Utara,68,7,16,58,10
2019-10-29,Jakarta Utara,78,10,30,70,13
2019-10-29,Jakarta Barat,65,20,7,88,11
2019-10-29,Jakarta Selatan,55,13,23,97,12
2019-10-29,Jakarta Timur,85,34,27,65,9
2019-10-29,Jakarta Pusat,62,21,21,43,14
2019-10-30,Jakarta Pusat,56,23,19,89,16
2019-10-30,Jakarta Utara,69,8,19,120,12
2019-10-30,Jakarta Timur,58,34,11,95,10
2019-10-30,Jakarta Selatan,49,13,21,142,12
2019-10-30,Jakarta Barat,66,21,8,171,7
2019-10-31,Jakarta Utara,76,9,13,82,12
2019-10-31,Jakarta Barat,59,27,7,82,9
2019-10-31,Jakarta Timur,68,35,16,82,14
2019-10-31,Jakarta Pusat,59,28,18,58,14
2019-10-31,Jakarta Selatan,46,15,17,120,11
2019-11-01,Jakarta Timur,48,34,6,82,11
2019-11-01,Jakarta Selatan,38,12,16,80,5
2019-11-01,Jakarta Pusat,49,22,13,86,14
2019-11-01,Jakarta Barat,53,21,5,120,5
2019-11-01,Jakarta Utara,55,8,9,120,8
2019-11-02,Jakarta Pusat,47,19,15,58,13
2019-11-02,Jakarta Selatan,32,12,16,48,
2019-11-02,Jakarta Barat,52,20,10,83,10
2019-11-02,Jakarta Timur,35,32,17,54,11
2019-11-02,Jakarta Utara,59,7,17,87,9
2019-11-03,Jakarta Barat,51,20,7,92,7
2019-11-03,Jakarta Timur,47,34,9,78,6
2019-11-03,Jakarta Pusat,43,20,13,62,12
2019-11-03,Jakarta Selatan,25,12,11,82,
2019-11-03,Jakarta Utara,58,11,14,86,10
2019-11-04,Jakarta Barat,50,19,5,107,5
2019-11-04,Jakarta Timur,44,34,9,93,8
2019-11-04,Jakarta Utara,57,10,16,137,9
2019-11-04,Jakarta Selatan,33,12,14,91,8
2019-11-04,Jakarta Pusat,41,22,14,70,12
2019-11-05,Jakarta Utara,70,11,13,118,9
2019-11-05,Jakarta Pusat,59,21,15,92,17
2019-11-05,Jakarta Selatan,54,13,19,112,8
2019-11-05,Jakarta Barat,58,20,11,193,12
2019-11-05,Jakarta Timur,56,34,7,123,11
2019-11-06,Jakarta Selatan,51,12,27,119,13
2019-11-06,Jakarta Barat,61,20,14,156,13
2019-11-06,Jakarta Pusat,56,20,21,86,17
2019-11-06,Jakarta Timur,56,33,17,155,11
2019-11-06,Jakarta Utara,65,7,21,107,13
2019-11-07,Jakarta Barat,58,24,8,209,11
2019-11-07,Jakarta Pusat,55,22,22,85,21
2019-11-07,Jakarta Timur,60,35,22,124,7
2019-11-07,Jakarta Utara,68,8,21,108,15
2019-11-07,Jakarta Selatan,61,13,24,131,12
2019-11-08,Jakarta Selatan,69,15,26,147,19
2019-11-08,Jakarta Pusat,72,24,20,86,19
2019-11-08,Jakarta Barat,69,21,12,149,11
2019-11-08,Jakarta Utara,85,8,16,133,24
2019-11-08,Jakarta Timur,72,35,17,150,11
2019-11-09,Jakarta Pusat,59,27,17,129,16
2019-11-09,Jakarta Utara,81,12,16,138,13
2019-11-09,Jakarta Selatan,76,14,15,137,7
2019-11-09,Jakarta Timur,67,38,10,153,6
2019-11-09,Jakarta Barat,60,25,10,220,12
2019-11-10,Jakarta Barat,63,32,11,183,7
2019-11-10,Jakarta Utara,80,12,16,90,10
2019-11-10,Jakarta Pusat,63,27,16,79,20
2019-11-10,Jakarta Timur,70,35,14,132,7
2019-11-10,Jakarta Selatan,61,15,,148,15
2019-11-11,Jakarta Selatan,46,12,,108,11
2019-11-11,Jakarta Timur,65,36,10,162,7
2019-11-11,Jakarta Utara,70,9,10,106,8
2019-11-11,Jakarta Barat,61,25,7,125,10
2019-11-11,Jakarta Pusat,59,24,13,78,18
2019-11-12,Jakarta Timur,,,,,
2019-11-12,Jakarta Utara,71,9,22,92,16
2019-11-12,Jakarta Barat,64,22,7,134,9
2019-11-12,Jakarta Pusat,62,22,17,78,15
2019-11-12,Jakarta Selatan,59,11,22,98,12
2019-11-13,Jakarta Barat,73,22,,125,10
2019-11-13,Jakarta Selatan,65,12,34,64,12
2019-11-13,Jakarta Pusat,73,24,20,63,20
2019-11-13,Jakarta Utara,80,8,16,92,10
2019-11-13,Jakarta Timur,80,35,29,75,14
2019-11-14,Jakarta Barat,74,21,,58,11
2019-11-14,Jakarta Pusat,67,22,29,28,15
2019-11-14,Jakarta Utara,76,9,22,49,12
2019-11-14,Jakarta Selatan,39,12,24,46,8
2019-11-14,Jakarta Timur,66,34,32,60,6
2019-11-15,Jakarta Timur,65,37,19,94,6
2019-11-15,Jakarta Pusat,55,29,15,36,10
2019-11-15,Jakarta Utara,73,11,17,59,7
2019-11-15,Jakarta Selatan,57,13,25,90,11
2019-11-15,Jakarta Barat,64,33,33,73,9
2019-11-16,Jakarta Utara,66,11,20,69,10
2019-11-16,Jakarta Timur,56,36,11,78,8
2019-11-16,Jakarta Selatan,38,12,,81,6
2019-11-16,Jakarta Pusat,57,24,16,66,12
2019-11-16,Jakarta Barat,53,22,18,68,7
2019-11-17,Jakarta Utara,62,8,11,83,8
2019-11-17,Jakarta Selatan,46,13,,99,9
2019-11-17,Jakarta Timur,63,35,13,100,7
2019-11-17,Jakarta Barat,59,21,20,126,8
2019-11-17,Jakarta Pusat,55,23,12,80,14
2019-11-18,Jakarta Timur,36,35,10,71,6
2019-11-18,Jakarta Selatan,55,13,,77,7
2019-11-18,Jakarta Utara,69,8,12,141,7
2019-11-18,Jakarta Pusat,57,24,13,80,22
2019-11-18,Jakarta Barat,60,20,17,165,7
2019-11-19,Jakarta Utara,72,13,12,61,6
2019-11-19,Jakarta Selatan,54,12,20,73,7
2019-11-19,Jakarta Pusat,56,23,12,45,17
2019-11-19,Jakarta Timur,55,35,8,56,4
2019-11-19,Jakarta Barat,59,20,21,100,6
2019-11-20,Jakarta Pusat,48,21,15,63,15
2019-11-20,Jakarta Selatan,41,11,18,134,12
2019-11-20,Jakarta Barat,50,19,18,134,6
2019-11-20,Jakarta Timur,,,,,
2019-11-20,Jakarta Utara,53,8,12,105,7
2019-11-21,Jakarta Barat,55,24,21,94,12
2019-11-21,Jakarta Utara,72,12,14,103,10
2019-11-21,Jakarta Selatan,51,12,20,102,14
2019-11-21,Jakarta Pusat,52,25,14,66,13
2019-11-21,Jakarta Timur,55,36,6,89,4
2019-11-22,Jakarta Utara,60,7,21,112,11
2019-11-22,Jakarta Selatan,52,11,27,80,8
2019-11-22,Jakarta Pusat,53,20,19,57,17
2019-11-22,Jakarta Barat,57,20,22,99,12
2019-11-22,Jakarta Timur,52,35,18,88,9
2019-11-23,Jakarta Barat,85,22,34,146,16
2019-11-23,Jakarta Pusat,67,21,21,72,19
2019-11-23,Jakarta Selatan,63,12,24,112,13
2019-11-23,Jakarta Timur,53,36,14,100,11
2019-11-23,Jakarta Utara,73,8,16,102,10
2019-11-24,Jakarta Timur,59,37,23,90,11
2019-11-24,Jakarta Barat,68,21,25,167,8
2019-11-24,Jakarta Selatan,57,11,27,113,7
2019-11-24,Jakarta Pusat,64,22,21,69,13
2019-11-24,Jakarta Utara,,10,23,79,13
2019-11-25,Jakarta Utara,67,8,16,79,8
2019-11-25,Jakarta Selatan,53,11,23,108,8
2019-11-25,Jakarta Timur,57,36,14,93,7
2019-11-25,Jakarta Pusat,63,21,18,82,18
2019-11-25,Jakarta Barat,64,20,21,160,7
2019-11-26,Jakarta Timur,67,35,21,70,7
2019-11-26,Jakarta Barat,77,22,30,125,11
2019-11-26,Jakarta Selatan,58,12,29,110,15
2019-11-26,Jakarta Pusat,64,22,20,66,15
2019-11-26,Jakarta Utara,81,11,23,81,11
2019-11-27,Jakarta Utara,66,8,20,56,12
2019-11-27,Jakarta Pusat,,,,,
2019-11-27,Jakarta Timur,59,34,38,53,10
2019-11-27,Jakarta Barat,70,20,29,101,10
2019-11-27,Jakarta Selatan,,,,,
2019-11-28,Jakarta Pusat,67,23,22,48,14
2019-11-28,Jakarta Selatan,48,9,28,106,9
2019-11-28,Jakarta Utara,71,10,23,72,10
2019-11-28,Jakarta Barat,71,,26,105,11
2019-11-28,Jakarta Timur,67,36,26,89,9
2019-11-29,Jakarta Selatan,45,8,25,107,11
2019-11-29,Jakarta Timur,53,35,14,124,7
2019-11-29,Jakarta Pusat,58,21,16,53,11
2019-11-29,Jakarta Utara,60,7,17,65,8
2019-11-29,Jakarta Barat,63,14,20,122,7
2019-11-30,Jakarta Barat,53,12,20,92,9
2019-11-30,Jakarta Selatan,52,8,26,88,8
2019-11-30,Jakarta Pusat,56,19,15,40,9
2019-11-30,Jakarta Timur,,34,16,111,8
2019-11-30,Jakarta Utara,53,7,14,46,13
2019-12-01,Jakarta Selatan,34,8,30,90,8
2019-12-01,Jakarta Barat,54,13,27,99,8
2019-12-01,Jakarta Pusat,,,,,
2019-12-01,Jakarta Utara,63,10,27,56,10
2019-12-01,Jakarta Timur,,34,26,117,7
2019-12-02,Jakarta Pusat,53,20,17,81,14
2019-12-02,Jakarta Utara,50,7,12,84,7
2019-12-02,Jakarta Timur,,35,9,116,5
2019-12-02,Jakarta Barat,47,13,18,136,4
2019-12-02,Jakarta Selatan,27,11,21,91,6
2019-12-03,Jakarta Timur,,,,,
2019-12-03,Jakarta Selatan,51,12,28,76,12
2019-12-03,Jakarta Pusat,62,23,20,64,14
2019-12-03,Jakarta Utara,68,8,20,75,16
2019-12-03,Jakarta Barat,63,20,21,107,7
2019-12-04,Jakarta Utara,57,8,15,52,13
2019-12-04,Jakarta Barat,58,23,19,76,7
2019-12-04,Jakarta Selatan,61,12,29,82,9
2019-12-04,Jakarta Timur,60,36,12,125,7
2019-12-04,Jakarta Pusat,57,26,17,45,9
2019-12-05,Jakarta Timur,38,34,12,143,6
2019-12-05,Jakarta Selatan,39,12,22,85,9
2019-12-05,Jakarta Barat,61,22,20,73,9
2019-12-05,Jakarta Utara,55,8,14,55,9
2019-12-05,Jakarta Pusat,56,23,15,41,13
2019-12-06,Jakarta Utara,56,7,20,47,10
2019-12-06,Jakarta Pusat,54,19,19,40,11
2019-12-06,Jakarta Selatan,42,12,25,68,6
2019-12-06,Jakarta Barat,,18,22,61,8
2019-12-06,Jakarta Timur,61,35,14,159,7
2019-12-07,Jakarta Selatan,42,13,20,54,6
2019-12-07,Jakarta Timur,45,35,9,86,5
2019-12-07,Jakarta Utara,48,8,13,45,9
2019-12-07,Jakarta Pusat,42,23,14,31,10
2019-12-07,Jakarta Barat,43,19,17,49,7
2019-12-08,Jakarta Selatan,52,11,,84,9
2019-12-08,Jakarta Utara,52,7,18,52,8
2019-12-08,Jakarta Timur,,35,22,120,6
2019-12-08,Jakarta Barat,56,17,29,84,9
2019-12-08,Jakarta Pusat,51,21,22,57,10
2019-12-09,Jakarta Selatan,55,12,,95,7
2019-12-09,Jakarta Utara,71,11,24,79,10
2019-12-09,Jakarta Barat,64,16,30,155,10
2019-12-09,Jakarta Pusat,53,22,18,69,19
2019-12-09,Jakarta Timur,51,35,17,104,6
2019-12-10,Jakarta Pusat,55,21,18,52,12
2019-12-10,Jakarta Selatan,56,13,,80,7
2019-12-10,Jakarta Barat,63,15,24,87,9
2019-12-10,Jakarta Timur,,35,14,91,7
2019-12-10,Jakarta Utara,62,7,19,73,10
2019-12-11,Jakarta Pusat,,,,,
2019-12-11,Jakarta Utara,74,10,22,142,12
2019-12-11,Jakarta Selatan,56,15,,139,14
2019-12-11,Jakarta Timur,,37,27,160,9
2019-12-11,Jakarta Barat,74,17,31,184,11
2019-12-12,Jakarta Pusat,,22,,46,14
2019-12-12,Jakarta Utara,74,10,28,67,13
2019-12-12,Jakarta Selatan,52,11,,87,13
2019-12-12,Jakarta Timur,,36,27,75,7
2019-12-12,Jakarta Barat,59,15,26,72,11
2019-12-13,Jakarta Selatan,57,11,22,99,8
2019-12-13,Jakarta Barat,71,30,29,107,11
2019-12-13,Jakarta Pusat,63,32,22,59,13
2019-12-13,Jakarta Timur,,37,14,120,8
2019-12-13,Jakarta Utara,66,9,16,80,12
2019-12-14,Jakarta Utara,63,10,19,68,10
2019-12-14,Jakarta Selatan,42,11,23,94,6
2019-12-14,Jakarta Timur,,37,13,88,13
2019-12-14,Jakarta Barat,53,15,22,89,9
2019-12-14,Jakarta Pusat,53,23,15,48,13
2019-12-15,Jakarta Timur,63,36,11,84,6
2019-12-15,Jakarta Barat,52,20,18,99,5
2019-12-15,Jakarta Selatan,28,12,18,90,4
2019-12-15,Jakarta Pusat,41,23,9,69,11
2019-12-15,Jakarta Utara,56,9,19,78,9
2019-12-16,Jakarta Pusat,61,26,20,56,18
2019-12-16,Jakarta Barat,64,23,22,88,9
2019-12-16,Jakarta Selatan,,,,,
2019-12-16,Jakarta Utara,76,10,19,60,11
2019-12-16,Jakarta Timur,,36,17,79,8
2019-12-17,Jakarta Barat,55,21,20,75,9
2019-12-17,Jakarta Utara,62,9,15,60,12
2019-12-17,Jakarta Timur,,36,8,47,4
2019-12-17,Jakarta Pusat,56,25,16,38,12
2019-12-17,Jakarta Selatan,52,10,22,64,
2019-12-18,Jakarta Utara,58,8,24,90,10
2019-12-18,Jakarta Selatan,30,9,28,93,11
2019-12-18,Jakarta Barat,45,15,25,140,9
2019-12-18,Jakarta Timur,,35,18,66,7
2019-12-18,Jakarta Pusat,54,22,22,54,17
2019-12-19,Jakarta Timur,64,37,16,96,9
2019-12-19,Jakarta Pusat,54,24,17,46,13
2019-12-19,Jakarta Selatan,43,9,30,90,10
2019-12-19,Jakarta Utara,60,9,19,74,14
2019-12-19,Jakarta Barat,60,19,24,69,11
2019-12-20,Jakarta Pusat,59,24,19,46,16
2019-12-20,Jakarta Barat,62,19,24,74,15
2019-12-20,Jakarta Utara,72,10,20,73,10
2019-12-20,Jakarta Timur,70,38,19,92,11
2019-12-20,Jakarta Selatan,54,9,30,99,8
2019-12-21,Jakarta Utara,72,14,27,59,15
2019-12-21,Jakarta Pusat,57,22,28,49,14
2019-12-21,Jakarta Timur,68,37,24,109,9
2019-12-21,Jakarta Barat,66,16,27,95,12
2019-12-21,Jakarta Selatan,55,9,35,100,7
2019-12-22,Jakarta Timur,51,36,13,77,8
2019-12-22,Jakarta Barat,50,15,21,94,7
2019-12-22,Jakarta Selatan,,9,24,76,11
2019-12-22,Jakarta Utara,53,7,16,51,13
2019-12-22,Jakarta Pusat,,,,,
2019-12-23,Jakarta Timur,52,36,27,,8
2019-12-23,Jakarta Selatan,45,9,32,58,8
2019-12-23,Jakarta Utara,60,10,27,77,18
2019-12-23,Jakarta Barat,58,15,30,99,7
2019-12-23,Jakarta Pusat,54,23,20,73,14
2019-12-24,Jakarta Timur,56,37,16,66,5
2019-12-24,Jakarta Barat,57,18,34,105,9
2019-12-24,Jakarta Utara,68,11,23,55,10
2019-12-24,Jakarta Selatan,39,12,34,81,9
2019-12-24,Jakarta Pusat,55,23,23,64,11
2019-12-25,Jakarta Utara,53,7,9,54,6
2019-12-25,Jakarta Timur,58,37,13,46,4
2019-12-25,Jakarta Barat,53,14,21,73,8
2019-12-25,Jakarta Pusat,51,20,11,43,9
2019-12-25,Jakarta Selatan,35,12,26,66,8
2019-12-26,Jakarta Pusat,54,23,19,52,9
2019-12-26,Jakarta Barat,51,19,22,91,6
2019-12-26,Jakarta Selatan,,12,22,78,
2019-12-26,Jakarta Timur,,37,14,64,5
2019-12-26,Jakarta Utara,53,7,22,68,12
2019-12-27,Jakarta Selatan,42,12,26,82,5
2019-12-27,Jakarta Barat,51,27,24,80,8
2019-12-27,Jakarta Utara,53,8,25,62,10
2019-12-27,Jakarta Pusat,52,28,21,41,11
2019-12-27,Jakarta Timur,55,38,17,84,7
2019-12-28,Jakarta Selatan,42,12,34,61,10
2019-12-28,Jakarta Utara,64,10,25,40,11
2019-12-28,Jakarta Pusat,,,,,
2019-12-28,Jakarta Barat,43,16,31,57,11
2019-12-28,Jakarta Timur,58,37,21,51,8
2019-12-29,Jakarta Selatan,51,12,36,55,10
2019-12-29,Jakarta Utara,59,9,21,54,7
2019-12-29,Jakarta Barat,56,17,27,69,7
2019-12-29,Jakarta Timur,64,38,17,61,6
2019-12-29,Jakarta Pusat,,,,,
2019-12-30,Jakarta Utara,66,8,28,89,8
2019-12-30,Jakarta Selatan,61,12,55,76,8
2019-12-30,Jakarta Pusat,52,22,28,47,9
2019-12-30,Jakarta Timur,77,37,26,70,4
2019-12-30,Jakarta Barat,65,16,39,73,5
2019-12-31,Jakarta Selatan,52,11,23,55,4
2019-12-31,Jakarta Pusat,41,22,14,29,9
2019-12-31,Jakarta Timur,49,37,16,52,5
2019-12-31,Jakarta Barat,51,16,20,48,5
2019-12-31,Jakarta Utara,46,7,14,35,7
2020-01-01,Jakarta Selatan,38,11,25,41,
2020-01-01,Jakarta Barat,35,13,18,46,
2020-01-01,Jakarta Pusat,30,20,10,32,9
2020-01-01,Jakarta Timur,33,36,,36,6
2020-01-01,Jakarta Utara,31,7,8,41,5
2020-01-02,Jakarta Selatan,36,11,39,44,
2020-01-02,Jakarta Utara,23,7,9,35,6
2020-01-02,Jakarta Barat,22,15,24,102,7
2020-01-02,Jakarta Pusat,27,22,12,29,8
2020-01-02,Jakarta Timur,45,36,25,46,5
2020-01-03,Jakarta Selatan,51,11,27,51,
2020-01-03,Jakarta Timur,51,37,15,46,6
2020-01-03,Jakarta Barat,44,17,21,63,7
2020-01-03,Jakarta Pusat,39,22,14,32,10
2020-01-03,Jakarta Utara,47,7,16,45,8
2020-01-04,Jakarta Pusat,34,22,14,38,10
2020-01-04,Jakarta Selatan,51,11,18,51,
2020-01-04,Jakarta Utara,45,7,10,44,8
2020-01-04,Jakarta Timur,48,38,14,51,5
2020-01-04,Jakarta Barat,40,18,19,85,9
2020-01-05,Jakarta Barat,37,21,18,62,5
2020-01-05,Jakarta Selatan,52,12,25,57,4
2020-01-05,Jakarta Pusat,35,22,12,31,9
2020-01-05,Jakarta Utara,41,7,11,44,6
2020-01-05,Jakarta Timur,40,39,19,50,5
2020-01-06,Jakarta Utara,54,7,16,41,8
2020-01-06,Jakarta Selatan,62,11,39,46,7
2020-01-06,Jakarta Timur,56,37,33,41,6
2020-01-06,Jakarta Barat,58,18,28,64,9
2020-01-06,Jakarta Pusat,46,23,16,32,9
2020-01-07,Jakarta Timur,50,38,18,47,6
2020-01-07,Jakarta Barat,36,18,39,66,9
2020-01-07,Jakarta Utara,46,7,30,45,8
2020-01-07,Jakarta Selatan,38,11,22,52,
2020-01-07,Jakarta Pusat,37,23,26,33,11
2020-01-08,Jakarta Utara,51,8,17,48,8
2020-01-08,Jakarta Barat,49,21,22,70,10
2020-01-08,Jakarta Pusat,41,26,20,30,11
2020-01-08,Jakarta Selatan,47,10,20,44,5
2020-01-08,Jakarta Timur,52,40,16,47,5
2020-01-09,Jakarta Timur,82,38,31,30,6
2020-01-09,Jakarta Selatan,67,11,58,46,13
2020-01-09,Jakarta Barat,60,14,41,71,11
2020-01-09,Jakarta Pusat,52,23,29,24,12
2020-01-09,Jakarta Utara,64,7,24,45,10
2020-01-10,Jakarta Barat,25,17,17,47,7
2020-01-10,Jakarta Pusat,24,24,18,25,8
2020-01-10,Jakarta Utara,43,8,19,32,9
2020-01-10,Jakarta Selatan,31,11,27,38,
2020-01-10,Jakarta Timur,44,37,18,33,6
2020-01-11,Jakarta Barat,50,22,26,45,8
2020-01-11,Jakarta Timur,53,38,16,55,10
2020-01-11,Jakarta Selatan,37,82,38,32,58
2020-01-11,Jakarta Utara,56,76,23,14,59
2020-01-11,Jakarta Pusat,49,67,18,10,40
2020-01-11,Jakarta Pusat,34,31,25,23,8
2020-01-11,Jakarta Barat,36,17,22,80,9
2020-01-11,Jakarta Utara,44,8,20,35,9
2020-01-11,Jakarta Selatan,26,11,20,31,
2020-01-11,Jakarta Timur,36,38,20,30,5
2020-01-12,Jakarta Selatan,30,11,17,41,
2020-01-12,Jakarta Barat,24,18,13,46,3
2020-01-12,Jakarta Pusat,27,23,9,33,4
2020-01-12,Jakarta Timur,43,38,9,43,2
2020-01-12,Jakarta Utara,34,7,11,34,5
2020-01-13,Jakarta Selatan,42,11,15,39,
2020-01-13,Jakarta Timur,33,38,11,51,3
2020-01-13,Jakarta Barat,34,24,15,50,4
2020-01-13,Jakarta Pusat,33,26,12,36,8
2020-01-13,Jakarta Utara,37,8,9,35,7
2020-01-14,Jakarta Selatan,38,11,14,40,
2020-01-14,Jakarta Barat,40,26,17,33,7
2020-01-14,Jakarta Timur,32,32,11,48,6
2020-01-14,Jakarta Pusat,34,28,13,27,7
2020-01-14,Jakarta Utara,32,8,7,35,9
2020-01-15,Jakarta Pusat,29,22,13,36,8
2020-01-15,Jakarta Timur,35,29,10,52,5
2020-01-15,Jakarta Barat,25,16,15,51,4
2020-01-15,Jakarta Utara,33,7,11,37,9
2020-01-15,Jakarta Selatan,44,11,16,63,6
2020-01-16,Jakarta Utara,51,7,16,39,10
2020-01-16,Jakarta Barat,65,18,30,57,5
2020-01-16,Jakarta Pusat,52,60,19,30,8
2020-01-16,Jakarta Selatan,67,11,41,78,12
2020-01-16,Jakarta Timur,70,30,37,63,5
2020-01-17,Jakarta Pusat,51,34,21,74,20
2020-01-17,Jakarta Barat,67,20,35,98,10
2020-01-17,Jakarta Selatan,52,12,40,119,12
2020-01-17,Jakarta Utara,86,14,26,81,11
2020-01-17,Jakarta Timur,71,29,36,125,6
2020-01-18,Jakarta Timur,59,30,15,75,6
2020-01-18,Jakarta Utara,41,7,10,44,7
2020-01-18,Jakarta Barat,41,18,17,52,7
2020-01-18,Jakarta Pusat,37,29,14,31,6
2020-01-18,Jakarta Selatan,44,12,25,60,5
2020-01-19,Jakarta Selatan,76,14,62,110,10
2020-01-19,Jakarta Barat,76,18,50,66,7
2020-01-19,Jakarta Timur,76,31,71,94,5
2020-01-19,Jakarta Pusat,61,34,36,58,15
2020-01-19,Jakarta Utara,73,10,50,92,15
2020-01-20,Jakarta Pusat,47,30,15,33,9
2020-01-20,Jakarta Timur,56,31,13,50,7
2020-01-20,Jakarta Utara,53,8,13,35,6
2020-01-20,Jakarta Selatan,50,12,20,65,6
2020-01-20,Jakarta Barat,43,16,19,45,8
2020-01-21,Jakarta Utara,34,7,11,30,8
2020-01-21,Jakarta Pusat,30,36,14,26,9
2020-01-21,Jakarta Timur,54,30,17,50,4
2020-01-21,Jakarta Barat,52,18,21,41,8
2020-01-21,Jakarta Selatan,62,12,41,50,15
2020-01-22,Jakarta Utara,62,10,15,44,7
2020-01-22,Jakarta Pusat,40,36,18,28,15
2020-01-22,Jakarta Timur,82,31,25,53,5
2020-01-22,Jakarta Selatan,58,12,43,64,13
2020-01-22,Jakarta Barat,57,17,34,47,9
2020-01-23,Jakarta Timur,60,32,20,44,7
2020-01-23,Jakarta Barat,55,15,29,50,10
2020-01-23,Jakarta Utara,39,8,12,26,8
2020-01-23,Jakarta Selatan,53,14,24,59,6
2020-01-23,Jakarta Pusat,41,,27,19,18
2020-01-24,Jakarta Timur,71,30,22,29,5
2020-01-24,Jakarta Selatan,50,14,31,44,12
2020-01-24,Jakarta Utara,55,10,21,25,7
2020-01-24,Jakarta Barat,46,15,27,40,7
2020-01-24,Jakarta Pusat,44,,24,16,13
2020-01-25,Jakarta Timur,37,29,26,35,3
2020-01-25,Jakarta Barat,36,14,27,80,6
2020-01-25,Jakarta Selatan,40,14,34,35,5
2020-01-25,Jakarta Utara,30,7,24,28,8
2020-01-25,Jakarta Pusat,27,,31,27,12
2020-01-26,Jakarta Pusat,44,,51,49,11
2020-01-26,Jakarta Timur,63,30,29,71,4
2020-01-26,Jakarta Barat,57,16,42,89,7
2020-01-26,Jakarta Selatan,45,15,43,84,9
2020-01-26,Jakarta Utara,58,12,30,75,7
2020-01-27,Jakarta Utara,48,11,10,83,7
2020-01-27,Jakarta Barat,31,14,17,58,7
2020-01-27,Jakarta Pusat,25,,21,39,13
2020-01-27,Jakarta Timur,47,30,13,73,4
2020-01-27,Jakarta Selatan,36,14,29,78,11
2020-01-28,Jakarta Barat,65,16,35,65,9
2020-01-28,Jakarta Utara,,13,24,43,8
2020-01-28,Jakarta Timur,72,31,36,,6
2020-01-28,Jakarta Selatan,62,13,39,74,9
2020-01-28,Jakarta Pusat,63,,27,40,17
2020-01-29,Jakarta Barat,56,17,25,73,5
2020-01-29,Jakarta Utara,52,8,19,67,6
2020-01-29,Jakarta Selatan,70,13,42,79,10
2020-01-29,Jakarta Timur,63,30,27,92,5
2020-01-29,Jakarta Pusat,49,11,23,38,19
2020-01-30,Jakarta Utara,34,7,9,40,7
2020-01-30,Jakarta Timur,33,30,14,80,5
2020-01-30,Jakarta Barat,27,19,16,61,8
2020-01-30,Jakarta Pusat,38,12,21,35,20
2020-01-30,Jakarta Selatan,37,13,17,65,
2020-01-31,Jakarta Selatan,45,14,27,54,8
2020-01-31,Jakarta Barat,46,16,24,44,7
2020-01-31,Jakarta Pusat,44,10,22,25,16
2020-01-31,Jakarta Utara,53,7,15,35,7
2020-01-31,Jakarta Timur,56,30,18,37,5
2020-02-01,Jakarta Utara,50,9,14,30,6
2020-02-01,Jakarta Pusat,29,8,19,27,14
2020-02-01,Jakarta Barat,37,14,28,73,6
2020-02-01,Jakarta Timur,57,30,14,33,3
2020-02-01,Jakarta Selatan,44,15,39,38,10
2020-02-02,Jakarta Timur,52,30,16,36,3
2020-02-02,Jakarta Selatan,38,15,35,45,8
2020-02-02,Jakarta Pusat,37,10,24,28,12
2020-02-02,Jakarta Utara,36,9,19,33,6
2020-02-02,Jakarta Barat,33,16,27,64,7
2020-02-03,Jakarta Barat,51,15,38,46,9
2020-02-03,Jakarta Pusat,39,8,37,19,15
2020-02-03,Jakarta Utara,49,9,37,27,9
2020-02-03,Jakarta Selatan,41,15,50,37,8
2020-02-03,Jakarta Timur,59,30,40,35,3
2020-02-04,Jakarta Timur,43,30,32,32,5
2020-02-04,Jakarta Pusat,24,8,29,21,14
2020-02-04,Jakarta Utara,36,7,12,31,7
2020-02-04,Jakarta Barat,34,14,31,51,9
2020-02-04,Jakarta Selatan,40,15,53,38,
2020-02-05,Jakarta Selatan,67,14,57,49,12
2020-02-05,Jakarta Timur,59,30,36,41,4
2020-02-05,Jakarta Pusat,43,8,30,29,12
2020-02-05,Jakarta Utara,,8,20,38,6
2020-02-05,Jakarta Barat,63,16,37,52,6
2020-02-06,Jakarta Utara,63,9,19,42,8
2020-02-06,Jakarta Timur,59,30,16,33,3
2020-02-06,Jakarta Selatan,55,14,26,45,8
2020-02-06,Jakarta Pusat,50,9,26,32,18
2020-02-06,Jakarta Barat,48,19,23,50,9
2020-02-07,Jakarta Selatan,51,14,28,50,7
2020-02-07,Jakarta Timur,,,,,
2020-02-07,Jakarta Pusat,51,19,28,25,16
2020-02-07,Jakarta Barat,55,28,22,46,6
2020-02-07,Jakarta Utara,54,9,22,45,8
2020-02-08,Jakarta Utara,20,7,11,45,7
2020-02-08,Jakarta Selatan,26,14,20,48,10
2020-02-08,Jakarta Pusat,29,8,24,26,12
2020-02-08,Jakarta Barat,26,15,22,67,6
