tanggal,stasiun,pm10,so2,co,o3,no2
2014-07-16,Jakarta Selatan,16,12,19,94,8
2014-07-16,Jakarta Timur,56,12,11,61,11
2014-07-17,Jakarta Barat,58,6,32,89,17
2014-07-17,Jakarta Utara,37,19,18,79,21
2014-07-17,Jakarta Pusat,57,6,37,62,21
2014-07-17,Jakarta Selatan,13,12,27,88,11
2014-07-17,Jakarta Timur,68,12,12,,15
2014-07-18,Jakarta Barat,71,,31,,16
2014-07-18,Jakarta Pusat,62,8,36,55,21
2014-07-18,Jakarta Selatan,13,13,27,76,10
2014-07-18,Jakarta Timur,64,11,15,,7
2014-07-18,Jakarta Utara,71,22,27,64,20
2014-07-19,Jakarta Selatan,13,13,16,79,9
2014-07-19,Jakarta Timur,68,13,10,,11
2014-07-19,Jakarta Utara,63,13,12,85,13
2014-07-19,Jakarta Pusat,52,10,30,62,24
2014-07-19,Jakarta Barat,55,,19,86,15
2014-07-20,Jakarta Pusat,54,8,39,50,13
2014-07-20,Jakarta Timur,63,10,11,47,10
2014-07-20,Jakarta Utara,63,13,18,57,14
2014-07-20,Jakarta Selatan,12,12,16,65,6
2014-07-20,Jakarta Barat,65,,21,45,12
2014-07-21,Jakarta Barat,57,,20,87,13
2014-07-21,Jakarta Selatan,12,12,17,87,4
2014-07-21,Jakarta Utara,58,14,18,69,19
2014-07-21,Jakarta Timur,67,11,14,51,17
2014-07-21,Jakarta Pusat,50,7,38,49,21
2014-07-22,Jakarta Selatan,13,14,18,94,8
2014-07-22,Jakarta Barat,58,,21,,12
2014-07-22,Jakarta Utara,60,18,19,104,15
2014-07-22,Jakarta Timur,57,13,11,,17
2014-07-22,Jakarta Pusat,51,7,32,78,18
2014-07-23,Jakarta Utara,53,12,14,81,14
2014-07-23,Jakarta Barat,49,,19,51,11
2014-07-23,Jakarta Pusat,37,6,27,57,16
2014-07-23,Jakarta Selatan,14,12,22,75,10
2014-07-23,Jakarta Timur,44,11,8,91,11
2014-07-24,Jakarta Selatan,18,13,15,57,8
2014-07-24,Jakarta Timur,51,10,14,,10
2014-07-24,Jakarta Barat,50,,15,,12
2014-07-24,Jakarta Pusat,50,10,29,57,19
2014-07-24,Jakarta Utara,60,16,25,70,19
2014-07-25,Jakarta Timur,68,10,22,,11
2014-07-25,Jakarta Pusat,60,6,43,47,16
2014-07-25,Jakarta Barat,67,4,32,41,11
2014-07-25,Jakarta Selatan,12,12,46,53,9
2014-07-25,Jakarta Utara,67,13,34,68,16
2014-07-26,Jakarta Timur,53,10,12,41,11
2014-07-26,Jakarta Pusat,48,6,27,47,14
2014-07-26,Jakarta Selatan,14,12,22,62,9
2014-07-26,Jakarta Utara,51,11,20,63,14
2014-07-26,Jakarta Barat,53,4,18,,8
2014-07-27,Jakarta Timur,41,9,9,,8
2014-07-27,Jakarta Barat,37,4,24,,9
2014-07-27,Jakarta Pusat,33,5,26,60,11
2014-07-27,Jakarta Selatan,13,12,25,57,8
2014-07-27,Jakarta Utara,39,8,12,53,11
2014-07-28,Jakarta Barat,59,4,33,90,11
2014-07-28,Jakarta Selatan,13,12,29,86,9
2014-07-28,Jakarta Utara,56,10,24,85,12
2014-07-28,Jakarta Timur,59,10,22,,11
2014-07-28,Jakarta Pusat,60,6,39,71,13
2014-07-29,Jakarta Selatan,14,12,13,87,9
2014-07-29,Jakarta Pusat,24,7,13,41,11
2014-07-29,Jakarta Barat,29,4,11,,5
2014-07-29,Jakarta Timur,35,10,6,45,10
2014-07-29,Jakarta Utara,36,11,9,49,14
2014-07-30,Jakarta Utara,52,23,10,53,9
2014-07-30,Jakarta Pusat,33,8,12,52,11
2014-07-30,Jakarta Barat,39,4,13,53,6
2014-07-30,Jakarta Timur,46,9,10,,7
2014-07-30,Jakarta Selatan,14,12,19,54,6
2014-07-31,Jakarta Timur,51,10,7,71,9
2014-07-31,Jakarta Utara,51,16,8,84,9
2014-07-31,Jakarta Barat,44,4,11,68,7
2014-07-31,Jakarta Selatan,15,13,11,49,9
2014-07-31,Jakarta Pusat,30,7,13,64,9
2014-08-01,Jakarta Timur,56,11,8,72,7
2014-08-01,Jakarta Pusat,40,9,12,64,10
2014-08-01,Jakarta Barat,45,4,11,64,5
2014-08-01,Jakarta Selatan,11,13,14,55,5
2014-08-01,Jakarta Utara,54,12,9,80,8
2014-08-02,Jakarta Pusat,37,10,13,60,12
2014-08-02,Jakarta Selatan,17,13,11,74,4
2014-08-02,Jakarta Barat,41,4,10,61,7
2014-08-02,Jakarta Utara,55,11,11,69,8
2014-08-02,Jakarta Timur,63,12,7,64,9
2014-08-03,Jakarta Timur,77,10,17,,11
2014-08-03,Jakarta Pusat,52,8,19,57,11
2014-08-03,Jakarta Barat,55,4,17,64,8
2014-08-03,Jakarta Selatan,15,13,22,77,7
2014-08-03,Jakarta Utara,56,13,17,70,11
2014-08-04,Jakarta Pusat,42,8,21,48,12
2014-08-04,Jakarta Timur,60,9,14,,9
2014-08-04,Jakarta Selatan,17,12,19,65,7
2014-08-04,Jakarta Barat,55,4,24,,10
2014-08-04,Jakarta Utara,55,20,15,59,10
2014-08-05,Jakarta Barat,53,4,14,,9
2014-08-05,Jakarta Selatan,15,13,18,48,6
2014-08-05,Jakarta Timur,59,11,8,,8
2014-08-05,Jakarta Pusat,44,10,17,43,11
2014-08-05,Jakarta Utara,57,14,11,61,11
2014-08-06,Jakarta Utara,57,31,9,51,7
2014-08-06,Jakarta Selatan,14,15,10,40,7
2014-08-06,Jakarta Timur,53,12,6,,8
2014-08-06,Jakarta Barat,36,4,9,,6
2014-08-06,Jakarta Pusat,39,11,14,39,7
2014-08-07,Jakarta Utara,62,19,10,54,11
2014-08-07,Jakarta Timur,64,12,7,,8
2014-08-07,Jakarta Pusat,45,10,21,49,11
2014-08-07,Jakarta Barat,56,8,17,,13
2014-08-07,Jakarta Selatan,21,14,19,63,9
2014-08-08,Jakarta Selatan,25,14,22,74,7
2014-08-08,Jakarta Pusat,55,10,27,60,14
2014-08-08,Jakarta Barat,68,7,18,,10
2014-08-08,Jakarta Utara,70,21,19,62,13
2014-08-08,Jakarta Timur,70,12,14,,12
2014-08-09,Jakarta Barat,70,8,18,81,10
2014-08-09,Jakarta Timur,71,12,14,,10
2014-08-09,Jakarta Pusat,56,10,24,67,15
2014-08-09,Jakarta Utara,69,17,19,73,14
2014-08-09,Jakarta Selatan,15,14,14,93,5
2014-08-10,Jakarta Selatan,25,15,17,88,8
2014-08-10,Jakarta Pusat,52,11,16,61,18
2014-08-10,Jakarta Barat,64,9,16,,9
2014-08-10,Jakarta Utara,70,19,15,80,10
2014-08-10,Jakarta Timur,39,12,8,,8
2014-08-11,Jakarta Barat,57,8,15,57,10
2014-08-11,Jakarta Pusat,52,11,26,49,14
2014-08-11,Jakarta Selatan,12,15,15,65,10
2014-08-11,Jakarta Timur,,13,9,56,11
2014-08-11,Jakarta Utara,66,23,11,50,10
2014-08-12,Jakarta Pusat,,12,34,59,18
2014-08-12,Jakarta Utara,66,19,26,57,18
2014-08-12,Jakarta Timur,,11,12,,13
2014-08-12,Jakarta Barat,54,7,22,,13
2014-08-12,Jakarta Selatan,12,12,18,99,6
2014-08-13,Jakarta Timur,59,12,11,,10
2014-08-13,Jakarta Barat,56,7,18,77,11
2014-08-13,Jakarta Selatan,13,13,15,98,5
2014-08-13,Jakarta Utara,65,15,18,49,16
2014-08-13,Jakarta Pusat,50,11,32,44,17
2014-08-14,Jakarta Selatan,22,15,18,72,10
2014-08-14,Jakarta Timur,73,12,10,50,10
2014-08-14,Jakarta Utara,71,17,13,61,15
2014-08-14,Jakarta Pusat,57,13,24,49,13
2014-08-14,Jakarta Barat,59,10,14,61,12
2014-08-15,Jakarta Utara,70,17,17,58,18
2014-08-15,Jakarta Selatan,22,14,15,82,7
2014-08-15,Jakarta Timur,65,12,10,81,11
2014-08-15,Jakarta Pusat,55,11,30,61,19
2014-08-15,Jakarta Barat,66,7,18,76,11
2014-08-16,Jakarta Utara,58,16,12,55,15
2014-08-16,Jakarta Timur,56,12,7,51,12
2014-08-16,Jakarta Pusat,42,9,26,51,15
2014-08-16,Jakarta Barat,51,7,13,65,9
2014-08-16,Jakarta Selatan,14,15,12,85,10
2014-08-17,Jakarta Selatan,14,14,24,86,9
2014-08-17,Jakarta Utara,63,19,17,61,14
2014-08-17,Jakarta Pusat,43,10,19,50,16
2014-08-17,Jakarta Barat,57,7,15,,11
2014-08-17,Jakarta Timur,66,12,16,,10
2014-08-18,Jakarta Utara,69,26,19,54,16
2014-08-18,Jakarta Selatan,17,14,29,80,10
2014-08-18,Jakarta Timur,70,13,16,,14
2014-08-18,Jakarta Barat,59,8,20,,12
2014-08-18,Jakarta Pusat,51,11,23,60,13
2014-08-19,Jakarta Utara,74,20,15,54,15
2014-08-19,Jakarta Selatan,,15,16,98,8
2014-08-19,Jakarta Pusat,53,14,25,50,18
2014-08-19,Jakarta Barat,64,9,17,70,12
2014-08-19,Jakarta Timur,82,13,14,,21
2014-08-20,Jakarta Utara,74,18,17,75,16
2014-08-20,Jakarta Selatan,,14,17,65,12
2014-08-20,Jakarta Timur,75,13,12,,13
2014-08-20,Jakarta Barat,64,8,15,104,10
2014-08-20,Jakarta Pusat,56,12,31,72,20
2014-08-21,Jakarta Barat,82,8,20,,16
2014-08-21,Jakarta Timur,93,14,16,,14
2014-08-21,Jakarta Utara,81,17,22,59,16
2014-08-21,Jakarta Pusat,63,12,28,68,18
2014-08-21,Jakarta Selatan,23,14,17,88,12
2014-08-22,Jakarta Barat,66,8,19,58,13
2014-08-22,Jakarta Utara,65,14,13,51,12
2014-08-22,Jakarta Pusat,53,10,25,47,20
2014-08-22,Jakarta Selatan,30,14,19,63,11
2014-08-22,Jakarta Timur,108,11,14,,11
2014-08-23,Jakarta Timur,76,13,11,67,9
2014-08-23,Jakarta Barat,54,10,12,84,10
2014-08-23,Jakarta Pusat,51,13,18,62,13
2014-08-23,Jakarta Selatan,21,16,16,76,9
2014-08-23,Jakarta Utara,66,13,11,60,11
2014-08-24,Jakarta Pusat,49,9,15,62,8
2014-08-24,Jakarta Timur,75,12,8,54,8
2014-08-24,Jakarta Utara,62,12,10,63,9
2014-08-24,Jakarta Selatan,29,14,12,82,7
2014-08-24,Jakarta Barat,62,7,14,73,7
2014-08-25,Jakarta Utara,65,15,14,71,14
2014-08-25,Jakarta Barat,61,7,13,90,11
2014-08-25,Jakarta Selatan,28,14,11,76,6
2014-08-25,Jakarta Pusat,41,9,30,68,25
2014-08-25,Jakarta Timur,72,11,12,69,9
2014-08-26,Jakarta Timur,68,19,12,76,20
2014-08-26,Jakarta Utara,72,17,15,52,20
2014-08-26,Jakarta Selatan,34,14,13,89,6
2014-08-26,Jakarta Pusat,44,13,31,65,17
2014-08-26,Jakarta Barat,58,7,15,97,10
2014-08-27,Jakarta Pusat,55,12,26,45,18
2014-08-27,Jakarta Selatan,35,14,22,88,7
2014-08-27,Jakarta Timur,84,12,13,56,15
2014-08-27,Jakarta Barat,70,8,22,59,12
2014-08-27,Jakarta Utara,84,15,15,51,13
2014-08-28,Jakarta Selatan,22,14,13,78,7
2014-08-28,Jakarta Barat,62,9,17,69,11
2014-08-28,Jakarta Utara,76,15,13,54,14
2014-08-28,Jakarta Timur,72,13,9,57,12
2014-08-28,Jakarta Pusat,49,12,24,49,14
2014-08-29,Jakarta Pusat,52,11,27,55,17
2014-08-29,Jakarta Selatan,23,15,20,70,9
2014-08-29,Jakarta Timur,71,12,9,63,10
2014-08-29,Jakarta Utara,76,15,13,60,14
2014-08-29,Jakarta Barat,70,8,20,73,12
2014-08-30,Jakarta Barat,62,7,22,,13
2014-08-30,Jakarta Utara,77,15,18,57,22
2014-08-30,Jakarta Pusat,58,9,27,44,18
2014-08-30,Jakarta Timur,78,12,13,58,12
2014-08-30,Jakarta Selatan,28,13,20,92,8
2014-08-31,Jakarta Utara,67,11,11,56,7
2014-08-31,Jakarta Selatan,30,14,16,83,5
2014-08-31,Jakarta Pusat,55,10,17,54,14
2014-08-31,Jakarta Barat,60,8,15,50,9
2014-08-31,Jakarta Timur,80,13,9,61,7
2014-09-01,Jakarta Timur,68,14.0,7.0,43,5.0
2014-09-01,Jakarta Selatan,29,16.0,12.0,75,5.0
2014-09-01,Jakarta Pusat,50,11.0,20.0,50,15.0
2014-09-01,Jakarta Utara,59,10.0,9.0,60,14.0
2014-09-01,Jakarta Barat,54,9.0,10.0,42,10.0
2014-09-02,Jakarta Utara,65,13.0,12.0,65,14.0
2014-09-02,Jakarta Pusat,44,11.0,27.0,56,17.0
2014-09-02,Jakarta Selatan,34,16.0,13.0,93,7.0
2014-09-02,Jakarta Barat,56,9.0,13.0,83,11.0
2014-09-02,Jakarta Timur,73,13.0,7.0,82,8.0
2014-09-03,Jakarta Pusat,58,12.0,26.0,68,18.0
2014-09-03,Jakarta Barat,63,10.0,13.0,85,10.0
2014-09-03,Jakarta Utara,70,13.0,14.0,64,13.0
2014-09-03,Jakarta Timur,87,15.0,9.0,101,10.0
2014-09-03,Jakarta Selatan,40,17.0,15.0,100,7.0
2014-09-04,Jakarta Selatan,29,15.0,17.0,115,13.0
2014-09-04,Jakarta Pusat,59,10.0,29.0,69,18.0
2014-09-04,Jakarta Timur,85,13.0,9.0,73,11.0
2014-09-04,Jakarta Utara,74,12.0,16.0,67,13.0
2014-09-04,Jakarta Barat,64,8.0,16.0,,10.0
2014-09-05,Jakarta Pusat,52,10.0,32.0,66,25.0
2014-09-05,Jakarta Selatan,22,14.0,18.0,77,13.0
2014-09-05,Jakarta Timur,76,13.0,10.0,88,14.0
2014-09-05,Jakarta Utara,73,16.0,15.0,62,18.0
2014-09-05,Jakarta Barat,58,7.0,15.0,86,8.0
2014-09-06,Jakarta Pusat,51,10.0,30.0,94,18.0
2014-09-06,Jakarta Timur,59,12.0,8.0,95,15.0
2014-09-06,Jakarta Utara,61,13.0,14.0,97,15.0
2014-09-06,Jakarta Selatan,14,14.0,12.0,82,5.0
2014-09-06,Jakarta Barat,60,9.0,12.0,82,7.0
2014-09-07,Jakarta Barat,67,7.0,20.0,,9.0
2014-09-07,Jakarta Timur,68,14.0,12.0,89,15.0
2014-09-07,Jakarta Selatan,36,15.0,20.0,89,11.0
2014-09-07,Jakarta Pusat,57,10.0,27.0,67,18.0
2014-09-07,Jakarta Utara,67,13.0,22.0,87,17.0
2014-09-08,Jakarta Barat,71,8.0,23.0,80,14.0
2014-09-08,Jakarta Pusat,54,11.0,27.0,55,21.0
2014-09-08,Jakarta Selatan,39,16.0,20.0,79,8.0
2014-09-08,Jakarta Timur,75,12.0,12.0,63,11.0
2014-09-08,Jakarta Utara,77,16.0,15.0,73,18.0
2014-09-09,Jakarta Selatan,39,15.0,26.0,106,11.0
2014-09-09,Jakarta Pusat,59,12.0,28.0,48,20.0
2014-09-09,Jakarta Timur,86,14.0,15.0,80,13.0
2014-09-09,Jakarta Barat,71,9.0,21.0,78,14.0
2014-09-09,Jakarta Utara,77,16.0,23.0,51,21.0
2014-09-10,Jakarta Utara,71,17.0,15.0,61,17.0
2014-09-10,Jakarta Timur,75,14.0,9.0,71,14.0
2014-09-10,Jakarta Pusat,,12.0,26.0,68,21.0
2014-09-10,Jakarta Selatan,48,15.0,27.0,83,12.0
2014-09-10,Jakarta Barat,67,8.0,19.0,70,11.0
2014-09-11,Jakarta Utara,75,19.0,16.0,48,17.0
2014-09-11,Jakarta Selatan,43,15.0,16.0,89,8.0
2014-09-11,Jakarta Pusat,,11.0,25.0,50,17.0
2014-09-11,Jakarta Timur,81,15.0,7.0,58,14.0
2014-09-11,Jakarta Barat,58,8.0,13.0,69,11.0
2014-09-12,Jakarta Pusat,,13.0,24.0,54,22.0
2014-09-12,Jakarta Barat,67,9.0,16.0,,15.0
2014-09-12,Jakarta Utara,73,17.0,20.0,84,19.0
2014-09-12,Jakarta Timur,79,15.0,10.0,62,15.0
2014-09-12,Jakarta Selatan,26,16.0,19.0,87,12.0
2014-09-13,Jakarta Utara,69,15.0,14.0,68,18.0
2014-09-13,Jakarta Barat,72,9.0,18.0,,17.0
2014-09-13,Jakarta Timur,79,16.0,7.0,60,15.0
2014-09-13,Jakarta Selatan,42,17.0,21.0,91,13.0
2014-09-13,Jakarta Pusat,,13.0,22.0,56,20.0
2014-09-14,Jakarta Selatan,22,16.0,14.0,88,6.0
2014-09-14,Jakarta Timur,77,14.0,7.0,59,12.0
2014-09-14,Jakarta Barat,67,8.0,16.0,,13.0
2014-09-14,Jakarta Utara,63,17.0,11.0,59,13.0
2014-09-14,Jakarta Pusat,,11.0,15.0,57,19.0
2014-09-15,Jakarta Selatan,25,18.0,20.0,102,11.0
2014-09-15,Jakarta Pusat,,11.0,27.0,84,22.0
2014-09-15,Jakarta Utara,64,13.0,16.0,95,17.0
2014-09-15,Jakarta Barat,72,8.0,18.0,,16.0
2014-09-15,Jakarta Timur,69,18.0,8.0,71,14.0
2014-09-16,Jakarta Timur,83,17.0,9.0,57,16.0
2014-09-16,Jakarta Barat,66,8.0,14.0,,12.0
2014-09-16,Jakarta Utara,67,14.0,16.0,59,17.0
2014-09-16,Jakarta Pusat,55,11.0,26.0,83,24.0
2014-09-16,Jakarta Selatan,29,16.0,27.0,112,17.0
2014-09-17,Jakarta Selatan,29,17.0,15.0,75,8.0
2014-09-17,Jakarta Timur,82,15.0,8.0,,18.0
2014-09-17,Jakarta Barat,62,9.0,16.0,64,13.0
2014-09-17,Jakarta Pusat,56,13.0,21.0,49,15.0
2014-09-17,Jakarta Utara,70,18.0,16.0,56,17.0
2014-09-18,Jakarta Pusat,52,11.0,24.0,45,14.0
2014-09-18,Jakarta Barat,60,8.0,13.0,57,11.0
2014-09-18,Jakarta Selatan,21,17.0,16.0,81,9.0
2014-09-18,Jakarta Utara,73,20.0,14.0,53,18.0
2014-09-18,Jakarta Timur,80,14.0,7.0,,11.0
2014-09-19,Jakarta Selatan,21,16.0,17.0,69,7.0
2014-09-19,Jakarta Barat,63,9.0,15.0,41,14.0
2014-09-19,Jakarta Utara,68,16.0,11.0,69,14.0
2014-09-19,Jakarta Pusat,51,12.0,21.0,39,13.0
2014-09-19,Jakarta Timur,77,14.0,5.0,,11.0
2014-09-20,Jakarta Timur,74,17.0,5.0,42,12.0
2014-09-20,Jakarta Pusat,45,11.0,18.0,38,15.0
2014-09-20,Jakarta Barat,55,9.0,11.0,,14.0
2014-09-20,Jakarta Selatan,23,19.0,15.0,86,10.0
2014-09-20,Jakarta Utara,59,13.0,8.0,46,9.0
2014-09-21,Jakarta Barat,75,6.0,30.0,,13.0
2014-09-21,Jakarta Pusat,63,9.0,38.0,72,18.0
2014-09-21,Jakarta Utara,74,14.0,33.0,76,21.0
2014-09-21,Jakarta Timur,77,12.0,13.0,58,13.0
2014-09-21,Jakarta Selatan,27,15.0,32.0,90,9.0
2014-09-22,Jakarta Selatan,22,15.0,20.0,79,6.0
2014-09-22,Jakarta Barat,64,6.0,24.0,,10.0
2014-09-22,Jakarta Utara,72,14.0,21.0,76,19.0
2014-09-22,Jakarta Pusat,58,9.0,31.0,47,19.0
2014-09-22,Jakarta Timur,68,14.0,8.0,53,13.0
2014-09-23,Jakarta Utara,63,15.0,13.0,51,14.0
2014-09-23,Jakarta Selatan,14,16.0,15.0,76,7.0
2014-09-23,Jakarta Barat,59,7.0,16.0,,11.0
2014-09-23,Jakarta Pusat,50,10.0,26.0,37,16.0
2014-09-23,Jakarta Timur,69,13.0,7.0,43,10.0
2014-09-24,Jakarta Selatan,10,16.0,16.0,63,11.0
2014-09-24,Jakarta Timur,99,14.0,5.0,34,14.0
2014-09-24,Jakarta Barat,53,8.0,12.0,52,8.0
2014-09-24,Jakarta Pusat,43,11.0,20.0,41,16.0
2014-09-24,Jakarta Utara,67,21.0,14.0,49,14.0
2014-09-25,Jakarta Utara,76,19.0,20.0,124,19.0
2014-09-25,Jakarta Timur,78,15.0,6.0,,14.0
2014-09-25,Jakarta Pusat,59,13.0,28.0,74,24.0
2014-09-25,Jakarta Barat,75,9.0,18.0,,14.0
2014-09-25,Jakarta Selatan,31,18.0,22.0,117,15.0
2014-09-26,Jakarta Barat,77,9.0,21.0,76,15.0
2014-09-26,Jakarta Pusat,58,12.0,28.0,56,22.0
2014-09-26,Jakarta Utara,75,18.0,17.0,78,17.0
2014-09-26,Jakarta Timur,93,16.0,7.0,87,14.0
2014-09-26,Jakarta Selatan,20,17.0,25.0,107,9.0
2014-09-27,Jakarta Barat,67,10.0,15.0,,17.0
2014-09-27,Jakarta Timur,85,16.0,7.0,78,15.0
2014-09-27,Jakarta Pusat,58,13.0,24.0,48,20.0
2014-09-27,Jakarta Utara,71,21.0,19.0,66,21.0
2014-09-27,Jakarta Selatan,14,17.0,27.0,78,11.0
2014-09-28,Jakarta Selatan,22,16.0,28.0,72,11.0
2014-09-28,Jakarta Pusat,63,13.0,32.0,63,20.0
2014-09-28,Jakarta Barat,74,9.0,20.0,,16.0
2014-09-28,Jakarta Timur,90,16.0,6.0,79,17.0
2014-09-28,Jakarta Utara,77,17.0,26.0,64,18.0
2014-09-29,Jakarta Barat,65,8.0,15.0,,11.0
2014-09-29,Jakarta Selatan,21,15.0,20.0,61,8.0
2014-09-29,Jakarta Timur,78,15.0,5.0,93,13.0
2014-09-29,Jakarta Utara,61,15.0,16.0,63,15.0
2014-09-29,Jakarta Pusat,56,12.0,28.0,51,17.0
2014-09-30,Jakarta Pusat,53,16.0,31.0,45,24.0
2014-09-30,Jakarta Selatan,13,17.0,13.0,30,18.0
2014-09-30,Jakarta Barat,63,9.0,16.0,,12.0
2014-09-30,Jakarta Timur,74,20.0,6.0,76,14.0
2014-09-30,Jakarta Utara,66,26.0,22.0,77,19.0
2014-10-01,Jakarta Utara,64,15,14,66,13
2014-10-01,Jakarta Pusat,55,13,26,38,20
2014-10-01,Jakarta Barat,73,9,28,54,12
2014-10-01,Jakarta Selatan,35,16,41,29,16
2014-10-01,Jakarta Timur,102,16,6,67,15
2014-10-02,Jakarta Selatan,34,16,15,32,8
2014-10-02,Jakarta Barat,64,9,16,63,13
2014-10-02,Jakarta Pusat,51,12,30,45,18
2014-10-02,Jakarta Timur,74,14,4,74,12
2014-10-02,Jakarta Utara,60,14,12,59,11
2014-10-03,Jakarta Pusat,53,13,27,49,18
2014-10-03,Jakarta Barat,65,10,16,,16
2014-10-03,Jakarta Utara,55,14,10,62,14
2014-10-03,Jakarta Selatan,19,16,21,24,8
2014-10-03,Jakarta Timur,78,15,4,83,14
2014-10-04,Jakarta Barat,63,9,15,,14
2014-10-04,Jakarta Utara,61,16,18,50,15
2014-10-04,Jakarta Pusat,,,,,
2014-10-04,Jakarta Selatan,16,16,13,24,5
2014-10-04,Jakarta Timur,74,14,4,62,10
2014-10-05,Jakarta Barat,67,8,17,69,9
2014-10-05,Jakarta Timur,78,15,6,69,15
2014-10-05,Jakarta Utara,61,13,26,80,17
2014-10-05,Jakarta Pusat,,,,,
2014-10-05,Jakarta Selatan,17,15,22,28,10
2014-10-06,Jakarta Barat,66,9,16,124,10
2014-10-06,Jakarta Selatan,19,17,14,28,9
2014-10-06,Jakarta Pusat,,,,,
2014-10-06,Jakarta Timur,82,15,5,71,25
2014-10-06,Jakarta Utara,72,27,22,76,24
2014-10-07,Jakarta Timur,83,18,5,75,14
2014-10-07,Jakarta Utara,70,27,20,61,18
2014-10-07,Jakarta Selatan,19,17,17,28,11
2014-10-07,Jakarta Barat,68,9,17,77,9
2014-10-07,Jakarta Pusat,,,,,
2014-10-08,Jakarta Timur,72,17,5,72,12
2014-10-08,Jakarta Utara,56,15,17,89,17
2014-10-08,Jakarta Pusat,,,,,
2014-10-08,Jakarta Selatan,17,17,16,28,7
2014-10-08,Jakarta Barat,64,9,13,85,10
2014-10-09,Jakarta Selatan,14,16,13,28,8
2014-10-09,Jakarta Timur,66,16,4,78,16
2014-10-09,Jakarta Pusat,,,,,
2014-10-09,Jakarta Barat,51,9,14,55,10
2014-10-09,Jakarta Utara,46,20,12,65,18
2014-10-10,Jakarta Timur,62,16,5,58,9
2014-10-10,Jakarta Selatan,13,17,14,23,11
2014-10-10,Jakarta Barat,57,10,12,,12
2014-10-10,Jakarta Pusat,45,14,22,51,22
2014-10-10,Jakarta Utara,75,16,13,81,14
2014-10-11,Jakarta Barat,70,9,24,,15
2014-10-11,Jakarta Utara,53,20,22,121,15
2014-10-11,Jakarta Pusat,56,16,30,78,23
2014-10-11,Jakarta Timur,86,16,5,81,13
2014-10-11,Jakarta Selatan,19,17,27,29,12
2014-10-12,Jakarta Timur,105,17,5,94,15
2014-10-12,Jakarta Utara,34,17,24,106,20
2014-10-12,Jakarta Barat,68,11,15,,10
2014-10-12,Jakarta Pusat,55,14,28,75,18
2014-10-12,Jakarta Selatan,16,18,27,43,11
2014-10-13,Jakarta Timur,100,14,5,93,18
2014-10-13,Jakarta Selatan,22,16,29,42,9
2014-10-13,Jakarta Pusat,62,11,33,67,16
2014-10-13,Jakarta Barat,76,9,18,,9
2014-10-13,Jakarta Utara,53,15,16,131,16
2014-10-14,Jakarta Pusat,54,9,26,36,15
2014-10-14,Jakarta Selatan,15,15,21,24,15
2014-10-14,Jakarta Timur,77,14,7,48,14
2014-10-14,Jakarta Utara,55,12,19,73,14
2014-10-14,Jakarta Barat,72,7,19,59,12
2014-10-15,Jakarta Selatan,17,15,22,35,7
2014-10-15,Jakarta Utara,54,15,19,80,17
2014-10-15,Jakarta Barat,70,9,18,85,12
2014-10-15,Jakarta Timur,81,15,5,89,13
2014-10-15,Jakarta Pusat,,,,,
2014-10-16,Jakarta Barat,79,8,18,69,17
2014-10-16,Jakarta Utara,48,19,29,78,18
2014-10-16,Jakarta Selatan,14,14,25,43,9
2014-10-16,Jakarta Timur,92,17,5,71,21
2014-10-16,Jakarta Pusat,63,9,35,59,24
2014-10-17,Jakarta Selatan,11,15,28,37,8
2014-10-17,Jakarta Timur,93,13,4,70,11
2014-10-17,Jakarta Utara,65,17,14,69,15
2014-10-17,Jakarta Pusat,58,11,27,52,16
2014-10-17,Jakarta Barat,79,9,23,71,13
2014-10-18,Jakarta Barat,72,8,17,60,10
2014-10-18,Jakarta Pusat,51,11,27,48,20
2014-10-18,Jakarta Timur,91,14,4,46,12
2014-10-18,Jakarta Selatan,18,15,24,23,16
2014-10-18,Jakarta Utara,66,16,20,70,15
2014-10-19,Jakarta Timur,94,15,6,49,13
2014-10-19,Jakarta Barat,68,8,19,73,10
2014-10-19,Jakarta Utara,66,20,15,67,13
2014-10-19,Jakarta Pusat,46,11,34,54,19
2014-10-19,Jakarta Selatan,14,15,25,25,8
2014-10-20,Jakarta Timur,77,14,4,61,11
2014-10-20,Jakarta Pusat,43,13,21,57,18
2014-10-20,Jakarta Barat,70,9,16,78,11
2014-10-20,Jakarta Utara,63,15,14,69,12
2014-10-20,Jakarta Selatan,16,16,17,24,5
2014-10-21,Jakarta Selatan,17,16,15,28,7
2014-10-21,Jakarta Pusat,45,11,22,52,16
2014-10-21,Jakarta Utara,65,20,12,63,14
2014-10-21,Jakarta Timur,81,16,5,58,14
2014-10-21,Jakarta Barat,65,9,13,59,13
2014-10-22,Jakarta Utara,77,23,12,72,13
2014-10-22,Jakarta Barat,64,9,14,55,9
2014-10-22,Jakarta Timur,83,12,7,70,11
2014-10-22,Jakarta Pusat,50,13,23,46,22
2014-10-22,Jakarta Selatan,15,16,19,30,8
2014-10-23,Jakarta Timur,79,11,6,89,12
2014-10-23,Jakarta Utara,86,18,23,95,16
2014-10-23,Jakarta Selatan,,,,,
2014-10-23,Jakarta Barat,72,8,12,116,9
2014-10-23,Jakarta Pusat,52,13,27,62,27
2014-10-24,Jakarta Pusat,52,9,27,55,21
2014-10-24,Jakarta Utara,100,17,14,81,16
2014-10-24,Jakarta Selatan,,,,,
